1999-12-31 16:00:00 PST,0
1999-12-31 16:23:00 PST,0
1999-12-31 17:19:00 PST,0
1999-12-31 18:43:00 PST,0.153846
1999-12-31 19:00:00 PST,0.307692
1999-12-31 19:06:00 PST,0.307692
1999-12-31 19:25:00 PST,0.307692
1999-12-31 19:32:00 PST,0.807692
1999-12-31 21:00:00 PST,0
1999-12-31 22:58:00 PST,0.153846
1999-12-31 23:08:00 PST,0.307692
1999-12-31 23:39:00 PST,0.307692
1999-12-31 23:51:00 PST,0.307692
2000-01-01 00:13:00 PST,0.461538
2000-01-01 00:26:00 PST,0.461538
2000-01-01 00:35:00 PST,0.615385
2000-01-01 02:00:00 PST,0
2000-01-01 02:21:00 PST,0.153846
2000-01-01 02:48:00 PST,0.153846
2000-01-01 02:59:00 PST,0.153846
2000-01-01 03:06:00 PST,0.153846
2000-01-01 03:08:00 PST,0.153846
2000-01-01 04:50:00 PST,0.153846
2000-01-01 05:04:00 PST,0.307692
2000-01-01 05:19:00 PST,0.461538
2000-01-01 05:49:00 PST,0.461538
2000-01-01 07:00:00 PST,0
2000-01-01 07:44:00 PST,0
2000-01-01 07:59:00 PST,0
2000-01-01 08:55:00 PST,0
2000-01-01 10:12:00 PST,0
2000-01-01 10:45:00 PST,0
2000-01-01 10:49:00 PST,0.153846
2000-01-01 11:23:00 PST,0.307692
2000-01-01 11:41:00 PST,0.461538
2000-01-01 12:00:00 PST,0
2000-01-01 13:12:00 PST,0
2000-01-01 13:15:00 PST,0.153846
2000-01-01 14:27:00 PST,0.307692
2000-01-01 14:38:00 PST,0.461538
2000-01-01 14:55:00 PST,0.615385
2000-01-01 15:46:00 PST,0.615385
2000-01-01 15:53:00 PST,0.846154
